slug,size,replicate,stage,job_id,nodename,partition,time_sec,dc_node_power_w,pck_power_w,dram_power_w,mem_gbs,io_mbs,cpu_gflops,cpu_util,cpi,avg_cpufreq_khz,l3_misses,gpu0_power_w,gpu0_gflops,n_in,n_out
euparl_size100_rep2,100,2,data_splitting,23594800,tcn811,genoa,3.45812,387.583,193.962,0,0.585309,294.686,1.35e-05,36,0.57863,2376000,0,0,0,,
euparl_size100_rep2,100,2,string_normalization,23594802,tcn993,genoa,17.4557,525.996,219.107,0,0.647247,3.78209,4e-06,79,0.269329,2376000,0,0,0,,
euparl_size100_rep2,100,2,heuristic_filtering,23594804,tcn993,genoa,63.9412,584.18,222.906,0,0.355923,3.3808,0.01211,94,0.310943,2376000,0,0,0,,
size100000_rep1,100000,1,data_splitting,23034940,tcn1040,genoa,11.8464,497.357,218.95,0,0.211084,42.2379,0.000351,73,0.339354,2376000,0,0,0,,
size100000_rep1,100000,1,string_normalization,23034942,tcn1061,genoa,95.5238,545.906,225.98,0,0.0868705,2.81764,9.6e-05,87,0.311727,2376000,0,0,0,,
size100000_rep1,100000,1,heuristic_filtering,23035564,tcn742,genoa,591.32,271.703,221.606,0,0.155088,0.853588,0.012143,97,0.360097,2376000,0,0,0,,
size100000_rep2,100000,2,data_splitting,23034960,tcn1059,genoa,13.2024,512.272,211.782,0,0.136787,35.6478,0.000298,62.5,0.344835,2376000,0,0,0,,
size100000_rep2,100000,2,string_normalization,23034963,tcn1041,genoa,95.3319,575.073,221.533,0,0.127695,2.75629,9.4e-05,86.5,0.314283,2376000,0,0,0,,
size100000_rep2,100000,2,heuristic_filtering,23035586,tcn744,genoa,604.06,278.108,224.365,0,0.125608,0.835484,0.011878,95,0.36086,2376000,0,0,0,,
size1000_rep1,1000,1,data_splitting,23034981,tcn1061,genoa,8.89924,337.576,209.682,0,0.312731,9.16144,1.6e-05,18.5,0.524876,2376000,0,0,0,,
size1000_rep1,1000,1,string_normalization,23034988,tcn1078,genoa,6.53918,504.62,210.367,0,0.163602,4.00557,2.1e-05,27.5,0.409416,2376000,0,0,0,,
size1000_rep1,1000,1,heuristic_filtering,23035604,tcn742,genoa,15.4844,272.904,221.876,0,0.353332,12.1161,0.004297,54,0.388482,2376000,0,0,0,,
size1000_rep2,1000,2,data_splitting,23035003,tcn897,genoa,2.22607,373.554,218.37,0,0.454627,24.3837,4e-05,50,0.521462,2376000,0,0,0,,
size1000_rep2,1000,2,string_normalization,23035005,tcn742,genoa,8.02722,427.985,223.44,0,0.758447,4.55726,2.3e-05,29.5,0.399139,2376000,0,0,0,,
